lane_id,target_rank,scout_target_id,municipality,state,unit_type,target_unit_type,known_counterpart_id,known_counterpart_unit_type,target_mechanism_family,secondary_mechanism_families,source_family_target,match_priority_tier,same_city_match_status,overlapping_cycle_status,expected_contract_or_document_period,reason_selected,duplicate_risk,prior_seen_status,dry_run_status,live_run_status,notes
lane_4,1,TS4-4-9942360d2eee0f0f,Madison,CT,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_207640; population=17498; candidate-only target
lane_4,2,TS4-4-e5aaf11a922dfabc,Plainville,CT,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_161471; population=17491; candidate-only target
lane_4,3,TS4-4-a9841427e0b6d67e,Brookfield,CT,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_193133; population=17489; candidate-only target
lane_4,4,TS4-4-13804b3cb41d0da7,Sugar Creek,IN,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_190128; population=17452; candidate-only target
lane_4,5,TS4-4-2f30ac25305710b5,Portsmouth,RI,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_209435; population=17447; candidate-only target
lane_4,6,TS4-4-927e30949b1c553d,Goodlettsville,TN,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_113324; population=17429; candidate-only target
lane_4,7,TS4-4-24a86f84a5655ed3,Honey Creek,IN,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_164183; population=17411; candidate-only target
lane_4,8,TS4-4-2d748f9e5a31b271,Wilton,NY,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_170991; population=17411; candidate-only target
lane_4,9,TS4-4-043e5d7ca270f906,Holmdel,NJ,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_109156; population=17402; candidate-only target
lane_4,10,TS4-4-6e55a6ed1db73f64,Danville,KY,target_not_yet_identified,safety_and_non_safety_compensation_units,,,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,cba_or_compensation_study_or_classification_study_or_wage_schedule,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,2014-2024 target window,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,validated_no_call,not_started,municipality_id=cog_2025_165801; population=17383; candidate-only target
